cake_path,children,group,size_span,ratios_stdev,seconds
cakes/tournament/players/player2/princess.csv,12,4,-1,-1,300.0000
cakes/tournament/players/player2/princess.csv,12,5,0.4497,18.7385,20.2231
cakes/tournament/players/player2/princess.csv,12,6,0.4900,12.9117,112.8120
cakes/tournament/players/player2/princess.csv,12,7,0.4772,10.5471,166.7862
cakes/tournament/players/player2/princess.csv,12,8,-1,-1,300.0000
cakes/tournament/players/player2/princess.csv,12,9,-1,-1,300.0000
cakes/tournament/players/player2/princess.csv,12,10,0.0000,19.9657,272.7980
cakes/tournament/players/player2/princess.csv,18,1,0.0018,18.3002,40.1425
cakes/tournament/players/player2/princess.csv,18,2,-1,-1,300.0000
cakes/tournament/players/player2/princess.csv,18,3,0.3833,15.3468,81.0430
cakes/tournament/players/player2/princess.csv,18,4,-1,-1,300.0000
cakes/tournament/players/player2/princess.csv,18,5,16.3863,23.9549,29.7682
cakes/tournament/players/player2/princess.csv,18,6,0.4900,17.7688,163.2241
cakes/tournament/players/player2/princess.csv,18,7,0.4963,17.6946,282.5468
cakes/tournament/players/player2/princess.csv,18,8,-1,-1,300.0000
cakes/tournament/players/player2/princess.csv,18,9,-1,-1,300.0000
cakes/tournament/players/player2/princess.csv,18,10,0.0002,20.1622,260.2898
cakes/tournament/players/player2/star.csv,6,1,0.0196,4.1070,11.5344
cakes/tournament/players/player2/star.csv,6,2,0.3598,3.3673,27.0640
cakes/tournament/players/player2/star.csv,6,3,0.3342,2.4469,20.8554
cakes/tournament/players/player2/star.csv,6,4,0.0776,16.4633,14.6641
cakes/tournament/players/player2/star.csv,6,5,0.4540,4.4788,7.5268
cakes/tournament/players/player2/star.csv,6,6,0.4894,1.6970,40.2586
cakes/tournament/players/player2/star.csv,6,7,0.3975,0.4293,62.3529
cakes/tournament/players/player2/star.csv,6,8,0.2751,7.6601,175.3921
cakes/tournament/players/player2/star.csv,6,9,0.2229,2.0514,98.3471
cakes/tournament/players/player2/star.csv,6,10,0.0000,0.0004,57.4023
cakes/tournament/players/player2/star.csv,8,1,0.0015,5.1461,15.7040
cakes/tournament/players/player2/star.csv,8,2,0.4640,10.6819,52.9284
cakes/tournament/players/player2/star.csv,8,3,0.0271,1.6330,28.3106
cakes/tournament/players/player2/star.csv,8,4,0.0979,10.7070,24.6760
cakes/tournament/players/player2/star.csv,8,5,41.2298,17.0486,8.7442
cakes/tournament/players/player2/star.csv,8,6,0.4881,1.6104,57.7889
cakes/tournament/players/player2/star.csv,8,7,0.4668,5.5823,99.9910
cakes/tournament/players/player2/star.csv,8,8,0.1965,8.3637,250.4964
cakes/tournament/players/player2/star.csv,8,9,0.2371,3.1025,168.4880
cakes/tournament/players/player2/star.csv,8,10,0.0000,0.0015,59.1920
cakes/tournament/players/player2/star.csv,12,1,0.0018,8.4621,23.9586
cakes/tournament/players/player2/star.csv,12,2,0.4616,3.1712,108.0752
cakes/tournament/players/player2/star.csv,12,3,0.3668,0.2128,46.8812
cakes/tournament/players/player2/star.csv,12,4,0.0684,20.9880,95.0666
cakes/tournament/players/player2/star.csv,12,5,8.1079,16.9428,11.2583
cakes/tournament/players/player2/star.csv,12,6,0.4871,1.1238,86.5616
cakes/tournament/players/player2/star.csv,12,7,0.4851,1.5730,171.6054
cakes/tournament/players/player2/star.csv,12,8,-1,-1,300.0000
cakes/tournament/players/player2/star.csv,12,9,-1,-1,300.0000
cakes/tournament/players/player2/star.csv,12,10,0.0002,0.0040,94.5547
cakes/tournament/players/player2/yankees.csv,21,1,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,21,2,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,21,3,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,21,4,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,21,5,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,21,6,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,21,7,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,21,8,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,21,9,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,21,10,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,28,1,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,28,2,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,28,3,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,28,4,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,28,5,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,28,6,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,28,7,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,28,8,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,28,9,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,28,10,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,43,1,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,43,2,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,43,3,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,43,4,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,43,5,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,43,6,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,43,7,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,43,8,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,43,9,-1,-1,300.0000
cakes/tournament/players/player2/yankees.csv,43,10,-1,-1,300.0000
cakes/tournament/players/player3/electric_guitar.csv,4,1,0.0211,3.3561,7.3887
cakes/tournament/players/player3/electric_guitar.csv,4,2,0.2222,23.5486,10.4968
cakes/tournament/players/player3/electric_guitar.csv,4,3,0.2300,5.4783,19.1799
cakes/tournament/players/player3/electric_guitar.csv,4,4,0.0982,20.8130,9.9583
cakes/tournament/players/player3/electric_guitar.csv,4,5,0.3739,12.0622,4.9153
cakes/tournament/players/player3/electric_guitar.csv,4,6,0.4898,3.5548,26.2997
cakes/tournament/players/player3/electric_guitar.csv,4,7,0.4722,6.1909,40.5363
cakes/tournament/players/player3/electric_guitar.csv,4,8,0.5504,4.8283,75.8595
cakes/tournament/players/player3/electric_guitar.csv,4,9,0.0527,9.4715,36.5758
cakes/tournament/players/player3/electric_guitar.csv,4,10,0.0000,21.5824,243.0020
cakes/tournament/players/player3/electric_guitar.csv,6,1,0.0200,13.9503,11.4770
cakes/tournament/players/player3/electric_guitar.csv,6,2,0.3560,18.3264,26.5405
cakes/tournament/players/player3/electric_guitar.csv,6,3,0.2992,10.5983,25.6148
cakes/tournament/players/player3/electric_guitar.csv,6,4,0.1444,23.6380,15.1653
cakes/tournament/players/player3/electric_guitar.csv,6,5,0.4671,15.2947,7.5190
cakes/tournament/players/player3/electric_guitar.csv,6,6,0.4897,9.1111,42.9395
cakes/tournament/players/player3/electric_guitar.csv,6,7,0.4715,8.5243,56.1733
cakes/tournament/players/player3/electric_guitar.csv,6,8,0.3732,10.5280,143.6879
cakes/tournament/players/player3/electric_guitar.csv,6,9,0.1542,14.7189,81.9897
cakes/tournament/players/player3/electric_guitar.csv,6,10,0.0002,2.9650,185.3152
cakes/tournament/players/player3/electric_guitar.csv,9,1,0.0018,9.5339,18.4061
cakes/tournament/players/player3/electric_guitar.csv,9,2,0.3684,18.4718,85.6550
cakes/tournament/players/player3/electric_guitar.csv,9,3,0.3935,6.0900,31.3925
cakes/tournament/players/player3/electric_guitar.csv,9,4,0.1026,26.6406,23.9037
cakes/tournament/players/player3/electric_guitar.csv,9,5,0.4470,18.1190,9.9450
cakes/tournament/players/player3/electric_guitar.csv,9,6,0.4900,26.2326,66.9509
cakes/tournament/players/player3/electric_guitar.csv,9,7,0.4447,9.9056,111.1359
cakes/tournament/players/player3/electric_guitar.csv,9,8,0.4746,9.5537,240.3296
cakes/tournament/players/player3/electric_guitar.csv,9,9,0.1188,17.8968,183.3425
cakes/tournament/players/player3/electric_guitar.csv,9,10,0.0000,14.0452,233.1360
cakes/tournament/players/player3/minecraft_sword.csv,8,1,0.0208,4.8434,21.4403
cakes/tournament/players/player3/minecraft_sword.csv,8,2,0.3933,12.4722,107.2221
cakes/tournament/players/player3/minecraft_sword.csv,8,3,0.3022,5.8226,29.6839
cakes/tournament/players/player3/minecraft_sword.csv,8,4,0.1201,6.5716,65.6537
cakes/tournament/players/player3/minecraft_sword.csv,8,5,0.4769,6.6751,20.4068
cakes/tournament/players/player3/minecraft_sword.csv,8,6,0.4881,4.1916,95.5465
cakes/tournament/players/player3/minecraft_sword.csv,8,7,-1,-1,-1
cakes/tournament/players/player3/minecraft_sword.csv,8,8,0.2746,5.3398,214.9230
cakes/tournament/players/player3/minecraft_sword.csv,8,9,0.3320,16.9369,169.3625
cakes/tournament/players/player3/minecraft_sword.csv,8,10,0.0001,5.1527,275.4614
cakes/tournament/players/player3/minecraft_sword.csv,11,1,0.0013,7.6704,28.2958
cakes/tournament/players/player3/minecraft_sword.csv,11,2,0.3714,12.2186,70.0367
cakes/tournament/players/player3/minecraft_sword.csv,11,3,0.3996,4.5922,54.0972
cakes/tournament/players/player3/minecraft_sword.csv,11,4,0.0876,12.0797,164.2150
cakes/tournament/players/player3/minecraft_sword.csv,11,5,33.2701,12.7657,24.3077
cakes/tournament/players/player3/minecraft_sword.csv,11,6,0.4899,6.1794,123.9328
cakes/tournament/players/player3/minecraft_sword.csv,11,7,0.4036,5.5796,124.0828
cakes/tournament/players/player3/minecraft_sword.csv,11,8,-1,-1,300.0000
cakes/tournament/players/player3/minecraft_sword.csv,11,9,0.3135,7.8324,285.5610
cakes/tournament/players/player3/minecraft_sword.csv,11,10,0.0001,5.2474,276.7265
cakes/tournament/players/player3/minecraft_sword.csv,16,1,0.0217,5.2974,38.0994
cakes/tournament/players/player3/minecraft_sword.csv,16,2,-1,-1,300.0000
cakes/tournament/players/player3/minecraft_sword.csv,16,3,0.3569,9.1048,68.0142
cakes/tournament/players/player3/minecraft_sword.csv,16,4,0.0526,14.1544,93.6830
cakes/tournament/players/player3/minecraft_sword.csv,16,5,0.4875,10.1277,27.6035
cakes/tournament/players/player3/minecraft_sword.csv,16,6,0.4900,4.7405,163.0396
cakes/tournament/players/player3/minecraft_sword.csv,16,7,-1,-1,-1
cakes/tournament/players/player3/minecraft_sword.csv,16,8,-1,-1,-1
cakes/tournament/players/player3/minecraft_sword.csv,16,9,-1,-1,300.0000
cakes/tournament/players/player3/minecraft_sword.csv,16,10,0.0002,7.3246,273.8258
cakes/tournament/players/player3/star.csv,3,1,-1,-1,-1
cakes/tournament/players/player3/star.csv,3,2,-1,-1,-1
cakes/tournament/players/player3/star.csv,3,3,-1,-1,-1
cakes/tournament/players/player3/star.csv,3,4,-1,-1,-1
cakes/tournament/players/player3/star.csv,3,5,-1,-1,-1
cakes/tournament/players/player3/star.csv,3,6,-1,-1,-1
cakes/tournament/players/player3/star.csv,3,7,-1,-1,-1
cakes/tournament/players/player3/star.csv,3,8,-1,-1,-1
cakes/tournament/players/player3/star.csv,3,9,-1,-1,-1
cakes/tournament/players/player3/star.csv,3,10,-1,-1,-1
cakes/tournament/players/player3/star.csv,5,1,0.0016,4.5486,9.4476
cakes/tournament/players/player3/star.csv,5,2,0.3766,4.8055,13.4459
cakes/tournament/players/player3/star.csv,5,3,0.0610,0.8333,20.8585
cakes/tournament/players/player3/star.csv,5,4,0.1926,23.5493,12.6566
cakes/tournament/players/player3/star.csv,5,5,0.4841,2.6178,4.2082
cakes/tournament/players/player3/star.csv,5,6,0.4811,3.5454,35.4690
cakes/tournament/players/player3/star.csv,5,7,0.4925,1.1335,64.2208
cakes/tournament/players/player3/star.csv,5,8,0.1741,6.8466,129.8390
cakes/tournament/players/player3/star.csv,5,9,0.1076,6.3369,56.5024
cakes/tournament/players/player3/star.csv,5,10,0.0000,0.9129,92.6538
cakes/tournament/players/player3/star.csv,7,1,0.0207,3.4517,13.5415
cakes/tournament/players/player3/star.csv,7,2,0.3209,6.6464,23.4223
cakes/tournament/players/player3/star.csv,7,3,0.3858,1.5150,25.2669
cakes/tournament/players/player3/star.csv,7,4,0.0993,25.6226,17.8284
cakes/tournament/players/player3/star.csv,7,5,0.4485,6.8657,4.7889
cakes/tournament/players/player3/star.csv,7,6,0.4802,7.0190,45.9063
cakes/tournament/players/player3/star.csv,7,7,0.4782,2.4064,66.0553
cakes/tournament/players/player3/star.csv,7,8,0.1296,7.7896,192.2339
cakes/tournament/players/player3/star.csv,7,9,0.1317,1.0277,110.0726
cakes/tournament/players/player3/star.csv,7,10,0.0001,0.0009,53.3606
cakes/tournament/players/player4/hilbert_challenging.csv,19,1,0.0019,1.6570,51.0550
cakes/tournament/players/player4/hilbert_challenging.csv,19,2,1.7823,7.4028,23.5091
cakes/tournament/players/player4/hilbert_challenging.csv,19,3,0.4806,2.9911,166.7849
cakes/tournament/players/player4/hilbert_challenging.csv,19,4,0.0519,2.3649,263.2604
cakes/tournament/players/player4/hilbert_challenging.csv,19,5,49.4466,6.0668,50.7684
cakes/tournament/players/player4/hilbert_challenging.csv,19,6,0.4900,2.4417,250.4845
cakes/tournament/players/player4/hilbert_challenging.csv,19,7,-1,-1,300.0000
cakes/tournament/players/player4/hilbert_challenging.csv,19,8,-1,-1,300.0000
cakes/tournament/players/player4/hilbert_challenging.csv,19,9,-1,-1,300.0000
cakes/tournament/players/player4/hilbert_challenging.csv,19,10,0.0588,4.3538,278.9359
cakes/tournament/players/player4/hilbert_challenging.csv,25,1,0.0018,3.1275,63.0049
cakes/tournament/players/player4/hilbert_challenging.csv,25,2,2.9601,2.9937,35.2354
cakes/tournament/players/player4/hilbert_challenging.csv,25,3,0.3614,1.8875,138.9624
cakes/tournament/players/player4/hilbert_challenging.csv,25,4,-1,-1,300.0000
cakes/tournament/players/player4/hilbert_challenging.csv,25,5,28.3291,10.2093,65.1747
cakes/tournament/players/player4/hilbert_challenging.csv,25,6,0.4900,4.1938,276.1727
cakes/tournament/players/player4/hilbert_challenging.csv,25,7,-1,-1,300.0000
cakes/tournament/players/player4/hilbert_challenging.csv,25,8,-1,-1,300.0000
cakes/tournament/players/player4/hilbert_challenging.csv,25,9,-1,-1,300.0000
cakes/tournament/players/player4/hilbert_challenging.csv,25,10,0.0001,2.6483,130.8263
cakes/tournament/players/player4/hilbert_challenging.csv,38,1,0.0017,1.7273,91.0279
cakes/tournament/players/player4/hilbert_challenging.csv,38,2,1.0805,9.6517,60.9509
cakes/tournament/players/player4/hilbert_challenging.csv,38,3,0.5671,2.4877,269.7520
cakes/tournament/players/player4/hilbert_challenging.csv,38,4,-1,-1,300.0000
cakes/tournament/players/player4/hilbert_challenging.csv,38,5,20.3640,15.8220,70.1057
cakes/tournament/players/player4/hilbert_challenging.csv,38,6,-1,-1,300.0000
cakes/tournament/players/player4/hilbert_challenging.csv,38,7,-1,-1,-1
cakes/tournament/players/player4/hilbert_challenging.csv,38,8,-1,-1,300.0000
cakes/tournament/players/player4/hilbert_challenging.csv,38,9,-1,-1,300.0000
cakes/tournament/players/player4/hilbert_challenging.csv,38,10,0.0227,5.4229,275.4681
cakes/tournament/players/player4/mushroom_basic.csv,6,1,0.0009,1.6053,11.4181
cakes/tournament/players/player4/mushroom_basic.csv,6,2,0.4444,0.9504,18.0926
cakes/tournament/players/player4/mushroom_basic.csv,6,3,0.3491,0.1973,22.7562
cakes/tournament/players/player4/mushroom_basic.csv,6,4,0.3345,0.3027,0.2237
cakes/tournament/players/player4/mushroom_basic.csv,6,5,0.3610,12.1619,4.7624
cakes/tournament/players/player4/mushroom_basic.csv,6,6,0.4712,0.8797,41.6597
cakes/tournament/players/player4/mushroom_basic.csv,6,7,0.4491,0.1077,56.5148
cakes/tournament/players/player4/mushroom_basic.csv,6,8,0.2636,6.2789,177.2128
cakes/tournament/players/player4/mushroom_basic.csv,6,9,0.2337,4.0187,84.0432
cakes/tournament/players/player4/mushroom_basic.csv,6,10,0.0000,0.0009,47.3269
cakes/tournament/players/player4/mushroom_basic.csv,9,1,0.0211,1.9699,17.8351
cakes/tournament/players/player4/mushroom_basic.csv,9,2,0.3821,4.4054,50.1084
cakes/tournament/players/player4/mushroom_basic.csv,9,3,0.3677,0.4962,35.7072
cakes/tournament/players/player4/mushroom_basic.csv,9,4,0.0888,9.0178,67.9567
cakes/tournament/players/player4/mushroom_basic.csv,9,5,12.4267,10.7700,6.1201
cakes/tournament/players/player4/mushroom_basic.csv,9,6,0.4900,1.0129,68.2163
cakes/tournament/players/player4/mushroom_basic.csv,9,7,0.4744,1.9934,104.2612
cakes/tournament/players/player4/mushroom_basic.csv,9,8,-1,-1,300.0000
cakes/tournament/players/player4/mushroom_basic.csv,9,9,0.1790,0.4708,204.2449
cakes/tournament/players/player4/mushroom_basic.csv,9,10,0.0000,0.0023,53.3203
cakes/tournament/players/player4/mushroom_basic.csv,13,1,0.0219,4.0115,26.3552
cakes/tournament/players/player4/mushroom_basic.csv,13,2,0.3950,2.6809,123.3438
cakes/tournament/players/player4/mushroom_basic.csv,13,3,0.2961,0.2512,56.8749
cakes/tournament/players/player4/mushroom_basic.csv,13,4,0.0708,13.3907,122.4097
cakes/tournament/players/player4/mushroom_basic.csv,13,5,13.7843,11.5697,7.9116
cakes/tournament/players/player4/mushroom_basic.csv,13,6,0.4899,1.1527,98.2623
cakes/tournament/players/player4/mushroom_basic.csv,13,7,0.4885,1.8473,158.0102
cakes/tournament/players/player4/mushroom_basic.csv,13,8,-1,-1,300.0000
cakes/tournament/players/player4/mushroom_basic.csv,13,9,-1,-1,300.0000
cakes/tournament/players/player4/mushroom_basic.csv,13,10,0.0000,0.0035,55.0311
cakes/tournament/players/player4/rectangle.csv,10,1,0.0214,3.1188,18.4078
cakes/tournament/players/player4/rectangle.csv,10,2,0.3495,1.2350,79.9237
cakes/tournament/players/player4/rectangle.csv,10,3,0.1861,0.0525,44.4369
cakes/tournament/players/player4/rectangle.csv,10,4,0.0044,9.0810,2.1741
cakes/tournament/players/player4/rectangle.csv,10,5,20.6778,21.2152,11.1738
cakes/tournament/players/player4/rectangle.csv,10,6,0.4899,1.3928,69.1472
cakes/tournament/players/player4/rectangle.csv,10,7,0.4163,0.2234,119.0146
cakes/tournament/players/player4/rectangle.csv,10,8,-1,-1,300.0000
cakes/tournament/players/player4/rectangle.csv,10,9,0.2858,6.0801,166.9948
cakes/tournament/players/player4/rectangle.csv,10,10,0.0001,0.0019,44.4759
cakes/tournament/players/player4/rectangle.csv,13,1,0.0215,2.2196,24.4311
cakes/tournament/players/player4/rectangle.csv,13,2,0.4483,4.1414,146.2064
cakes/tournament/players/player4/rectangle.csv,13,3,0.3845,0.9847,51.5167
cakes/tournament/players/player4/rectangle.csv,13,4,-1,-1,300.0000
cakes/tournament/players/player4/rectangle.csv,13,5,27.0343,12.0584,11.9985
cakes/tournament/players/player4/rectangle.csv,13,6,0.4900,1.2282,91.0551
cakes/tournament/players/player4/rectangle.csv,13,7,0.4524,2.6760,162.0768
cakes/tournament/players/player4/rectangle.csv,13,8,-1,-1,300.0000
cakes/tournament/players/player4/rectangle.csv,13,9,-1,-1,300.0000
cakes/tournament/players/player4/rectangle.csv,13,10,0.0002,0.8441,92.1390
cakes/tournament/players/player4/rectangle.csv,20,1,0.0019,5.3126,37.8075
cakes/tournament/players/player4/rectangle.csv,20,2,-1,-1,300.0000
cakes/tournament/players/player4/rectangle.csv,20,3,0.3410,0.0734,119.4313
cakes/tournament/players/player4/rectangle.csv,20,4,0.0451,11.5761,9.6146
cakes/tournament/players/player4/rectangle.csv,20,5,19.2499,14.5864,15.4545
cakes/tournament/players/player4/rectangle.csv,20,6,0.4899,2.4245,138.4462
cakes/tournament/players/player4/rectangle.csv,20,7,0.4825,1.4594,277.5881
cakes/tournament/players/player4/rectangle.csv,20,8,-1,-1,300.0000
cakes/tournament/players/player4/rectangle.csv,20,9,-1,-1,300.0000
cakes/tournament/players/player4/rectangle.csv,20,10,0.0001,0.0038,43.8765
cakes/tournament/players/player4/rocket_creative.csv,6,1,0.0017,1.8947,11.5297
cakes/tournament/players/player4/rocket_creative.csv,6,2,0.4294,3.0234,23.6631
cakes/tournament/players/player4/rocket_creative.csv,6,3,0.2563,0.0534,21.6268
cakes/tournament/players/player4/rocket_creative.csv,6,4,0.0490,6.9501,0.2301
cakes/tournament/players/player4/rocket_creative.csv,6,5,0.3385,17.7915,7.0428
cakes/tournament/players/player4/rocket_creative.csv,6,6,0.4781,0.9304,42.5514
cakes/tournament/players/player4/rocket_creative.csv,6,7,0.4829,2.9857,58.0457
cakes/tournament/players/player4/rocket_creative.csv,6,8,0.2818,4.6068,168.4667
cakes/tournament/players/player4/rocket_creative.csv,6,9,0.1433,2.8443,87.4520
cakes/tournament/players/player4/rocket_creative.csv,6,10,0.0000,0.0001,53.6943
cakes/tournament/players/player4/rocket_creative.csv,9,1,0.0014,2.2755,18.2171
cakes/tournament/players/player4/rocket_creative.csv,9,2,0.2762,3.9269,97.6288
cakes/tournament/players/player4/rocket_creative.csv,9,3,0.3572,0.3997,35.7757
cakes/tournament/players/player4/rocket_creative.csv,9,4,0.0952,11.5815,25.4923
cakes/tournament/players/player4/rocket_creative.csv,9,5,0.4665,11.5381,8.2239
cakes/tournament/players/player4/rocket_creative.csv,9,6,0.4900,1.1168,65.0271
cakes/tournament/players/player4/rocket_creative.csv,9,7,0.4987,1.6767,91.8179
cakes/tournament/players/player4/rocket_creative.csv,9,8,0.2207,6.7124,298.1775
cakes/tournament/players/player4/rocket_creative.csv,9,9,0.2134,0.7178,208.3999
cakes/tournament/players/player4/rocket_creative.csv,9,10,0.0000,0.5048,95.4914
cakes/tournament/players/player4/rocket_creative.csv,13,1,0.0016,5.9895,25.7275
cakes/tournament/players/player4/rocket_creative.csv,13,2,0.4725,6.1907,202.6734
cakes/tournament/players/player4/rocket_creative.csv,13,3,0.3340,0.6780,59.0613
cakes/tournament/players/player4/rocket_creative.csv,13,4,-1,-1,300.0000
cakes/tournament/players/player4/rocket_creative.csv,13,5,4.1885,14.4147,10.9444
cakes/tournament/players/player4/rocket_creative.csv,13,6,0.4900,4.8691,100.9680
cakes/tournament/players/player4/rocket_creative.csv,13,7,0.4880,2.4108,215.5076
cakes/tournament/players/player4/rocket_creative.csv,13,8,-1,-1,300.0000
cakes/tournament/players/player4/rocket_creative.csv,13,9,-1,-1,300.0000
cakes/tournament/players/player4/rocket_creative.csv,13,10,0.0001,0.3126,96.0290
cakes/tournament/players/player4/square.csv,9,1,0.0201,2.4398,16.1570
cakes/tournament/players/player4/square.csv,9,2,2.4260,10.8831,11.2961
cakes/tournament/players/player4/square.csv,9,3,0.0881,1.0795,37.7480
cakes/tournament/players/player4/square.csv,9,4,-1,-1,300.0000
cakes/tournament/players/player4/square.csv,9,5,0.3194,11.7959,7.6262
cakes/tournament/players/player4/square.csv,9,6,0.4900,1.1699,61.7316
cakes/tournament/players/player4/square.csv,9,7,0.4802,5.7554,98.1133
cakes/tournament/players/player4/square.csv,9,8,-1,-1,300.0000
cakes/tournament/players/player4/square.csv,9,9,0.2691,1.2555,222.4955
cakes/tournament/players/player4/square.csv,9,10,0.0001,1.7484,92.3331
cakes/tournament/players/player4/square.csv,12,1,0.0190,1.5840,21.7640
cakes/tournament/players/player4/square.csv,12,2,0.4474,5.7666,171.7352
cakes/tournament/players/player4/square.csv,12,3,0.0569,0.0611,52.9306
cakes/tournament/players/player4/square.csv,12,4,0.0659,13.5535,5.7946
cakes/tournament/players/player4/square.csv,12,5,0.4264,9.5228,9.5191
cakes/tournament/players/player4/square.csv,12,6,0.4897,2.0683,90.4625
cakes/tournament/players/player4/square.csv,12,7,0.4718,2.1540,150.4534
cakes/tournament/players/player4/square.csv,12,8,-1,-1,300.0000
cakes/tournament/players/player4/square.csv,12,9,-1,-1,300.0000
cakes/tournament/players/player4/square.csv,12,10,0.0000,0.0013,35.4222
cakes/tournament/players/player4/square.csv,18,1,0.0018,6.7811,32.1107
cakes/tournament/players/player4/square.csv,18,2,-1,-1,300.0000
cakes/tournament/players/player4/square.csv,18,3,0.1588,0.0476,79.5799
cakes/tournament/players/player4/square.csv,18,4,-1,-1,300.0000
cakes/tournament/players/player4/square.csv,18,5,15.5588,18.2219,12.2109
cakes/tournament/players/player4/square.csv,18,6,0.4900,3.9510,124.0760
cakes/tournament/players/player4/square.csv,18,7,0.4957,4.4433,234.8704
cakes/tournament/players/player4/square.csv,18,8,-1,-1,300.0000
cakes/tournament/players/player4/square.csv,18,9,-1,-1,300.0000
cakes/tournament/players/player4/square.csv,18,10,0.0001,0.0048,44.8599
cakes/tournament/players/player5/complex.csv,7,1,0.0200,1.8001,14.0092
cakes/tournament/players/player5/complex.csv,7,2,0.3566,2.4322,173.2050
cakes/tournament/players/player5/complex.csv,7,3,0.3064,1.3864,31.2312
